,name,coordinates,freguesia,concelho,cidade
2199,votingImage728,"('38.76435681928371', '-9.123957119218693')",Olivais,Lisboa,Lisboa
2200,votingImage729,"('38.7588967', '-9.1657613')",Lumiar,Lisboa,Lisboa
2201,votingImage73,"('38.73353941485671', '-9.146842889178654')",São Sebastião da Pedreira,Lisboa,Lisboa
2202,votingImage730,"('38.75253451886201', '-9.133465500618476')",São João de Brito,Lisboa,Lisboa
2203,votingImage731,"('38.76217175987581', '-9.112265086258109')",Olivais,Lisboa,Lisboa
2204,votingImage732,"('38.7639651', '-9.1969998')",Carnide,Lisboa,Lisboa
2205,votingImage733,"('38.7540532', '-9.1556546')",None,Lisboa,Lisboa
2206,votingImage734,"('38.76899382535218', '-9.17955769652134')",Carnide,Lisboa,Lisboa
2207,votingImage735,"('38.790843', '-9.1584955')",Charneca,Lisboa,Lisboa
2208,votingImage736,"('38.76183301159577', '-9.112046005269626')",Olivais,Lisboa,Lisboa
2209,votingImage737,"('38.74722792810014', '-9.11774979290921')",Marvila,Lisboa,Lisboa
2210,votingImage738,"('38.74879063271285', '-9.121744258209688')",Marvila,Lisboa,Lisboa
2211,votingImage739,"('38.75513987321131', '-9.177143084338773')",São Domingos de Benfica,Lisboa,Lisboa
2212,votingImage74,"('38.74906741629793', '-9.138243080859647')",Alvalade,Lisboa,Lisboa
2213,votingImage740,"('38.75773175320353', '-9.163027994621356')",Lumiar,Lisboa,Lisboa
2214,votingImage741,"('38.73438840060301', '-9.117267411338897')",Beato,Lisboa,Lisboa
2215,votingImage742,"('38.73527637689523', '-9.154855883039613')",São Sebastião da Pedreira,Lisboa,Lisboa
2216,votingImage743,"('38.74654862165762', '-9.112680583790809')",Marvila,Lisboa,Lisboa
2217,votingImage744,"('38.7764462616684', '-9.18412809680824')",None,Lisboa,Pontinha e Famões
2218,votingImage745,"('38.77104923209954', '-9.123971136923258')",Olivais,Lisboa,Lisboa
2219,votingImage746,"('38.76207958557224', '-9.117987408626483')",Olivais,Lisboa,Lisboa
2220,votingImage747,"('38.72898159925415', '-9.175323675500234')",Campolide,Lisboa,Lisboa
2221,votingImage748,"('38.73680793885228', '-9.155005328255498')",São Sebastião da Pedreira,Lisboa,Lisboa
2222,votingImage749,"('38.73620431865974', '-9.12125679370222')",Beato,Lisboa,Lisboa
2223,votingImage75,"('38.77805637127954', '-9.14809965125826')",Charneca,Lisboa,Lisboa
2224,votingImage750,"('38.7440308', '-9.1356073')",None,Lisboa,Lisboa
2225,votingImage751,"('38.7494701', '-9.1707942')",São Domingos de Benfica,Lisboa,Lisboa
2226,votingImage752,"('38.7645994', '-9.152897')",Lumiar,Lisboa,Lisboa
2227,votingImage753,"('38.74132204563648', '-9.176890395053334')",None,Lisboa,Lisboa
2228,votingImage754,"('38.73271532201698', '-9.173642184896126')",Campolide,Lisboa,Lisboa
2229,votingImage755,"('38.73941518480893', '-9.145169136569718')",São Sebastião da Pedreira,Lisboa,Lisboa
2230,votingImage756,"('38.74564170783469', '-9.11059143485856')",Marvila,Lisboa,Lisboa
2231,votingImage757,"('38.76433872816428', '-9.169147912281334')",Lumiar,Lisboa,Lisboa
2232,votingImage758,"('38.7387425', '-9.1787574')",None,Lisboa,Lisboa
2233,votingImage759,"('38.78971040639424', '-9.155945845433784')",Charneca,Lisboa,Lisboa
2234,votingImage76,"('38.762998', '-9.1227131')",Olivais,Lisboa,Lisboa
2235,votingImage760,"('38.73816914956955', '-9.173202531412416')",Campolide,Lisboa,Lisboa
2236,votingImage761,"('38.72077279663216', '-9.154923484224447')",None,Lisboa,Lisboa
2237,votingImage762,"('38.75061549842059', '-9.165401288102384')",None,Lisboa,Lisboa
2238,votingImage763,"('38.75459982405382', '-9.177597672294688')",São Domingos de Benfica,Lisboa,Lisboa
2239,votingImage764,"('38.74026723353371', '-9.147077998790673')",São Sebastião da Pedreira,Lisboa,Lisboa
2240,votingImage765,"('38.7279068', '-9.1298688')",Penha de França,Lisboa,Lisboa
2241,votingImage766,"('38.75371434847685', '-9.135952352226635')",São João de Brito,Lisboa,Lisboa
2242,votingImage767,"('38.75854317017112', '-9.185391116664428')",Carnide,Lisboa,Lisboa
2243,votingImage768,"('38.76453776577521', '-9.182463796918787')",Carnide,Lisboa,Lisboa
2244,votingImage769,"('38.77821510444956', '-9.123623228495589')",Olivais,Lisboa,Lisboa
2245,votingImage77,"('38.72995796000676', '-9.169326940146153')",Campolide,Lisboa,Lisboa
2246,votingImage770,"('38.75013987011285', '-9.117921965432357')",Marvila,Lisboa,Lisboa
2247,votingImage771,"('38.76330123349044', '-9.168469865523859')",Lumiar,Lisboa,Lisboa
2248,votingImage772,"('38.75863595844757', '-9.180453804149789')",Carnide,Lisboa,Lisboa
2249,votingImage773,"('38.76269603940948', '-9.168658331865775')",Lumiar,Lisboa,Lisboa
2250,votingImage774,"('38.74736343423785', '-9.139927163976784')",Alvalade,Lisboa,Lisboa
2251,votingImage775,"('38.7280416', '-9.1495988')",São Sebastião da Pedreira,Lisboa,Lisboa
2252,votingImage776,"('38.74393194821479', '-9.137796406876918')",None,Lisboa,Lisboa
2253,votingImage777,"('38.730001', '-9.1473707')",São Sebastião da Pedreira,Lisboa,Lisboa
2254,votingImage778,"('38.76206268698301', '-9.171211599403671')",Lumiar,Lisboa,Lisboa
2255,votingImage779,"('38.72290223691804', '-9.16771502805778')",Santo Condestável,Lisboa,Lisboa
2256,votingImage78,"('38.72448361327228', '-9.160420120562454')",Campolide,Lisboa,Lisboa
2257,votingImage780,"('38.7419662', '-9.1774375')",None,Lisboa,Lisboa
2258,votingImage781,"('38.7370212', '-9.1236484')",Beato,Lisboa,Lisboa
2259,votingImage782,"('38.73252679944908', '-9.145733648508612')",São Sebastião da Pedreira,Lisboa,Lisboa
2260,votingImage783,"('38.74443080309534', '-9.187066448507982')",Benfica,Lisboa,Lisboa
2261,votingImage784,"('38.73553710242279', '-9.157959529710592')",Campolide,Lisboa,Lisboa
2262,votingImage785,"('38.78629993264705', '-9.15390902279052')",Charneca,Lisboa,Lisboa
2263,votingImage786,"('38.7475601', '-9.1199646')",Marvila,Lisboa,Lisboa
2264,votingImage787,"('38.76217175987581', '-9.112265086258109')",Olivais,Lisboa,Lisboa
2265,votingImage788,"('38.78066338680284', '-9.140940147047285')",Charneca,Lisboa,Lisboa
2266,votingImage789,"('38.76214', '-9.1757325')",Lumiar,Lisboa,Lisboa
2267,votingImage79,"('38.75803708976176', '-9.19067589334445')",Carnide,Lisboa,Lisboa
2268,votingImage790,"('38.7454536024568', '-9.186826866647763')",São Domingos de Benfica,Lisboa,Lisboa
2269,votingImage791,"('38.73411142306299', '-9.135280250739568')",Arroios,Lisboa,Lisboa
2270,votingImage792,"('38.7857161233463', '-9.164512372454464')",None,Lisboa,Lisboa
2271,votingImage793,"('38.75738748362257', '-9.172931830761026')",São Domingos de Benfica,Lisboa,Lisboa
2272,votingImage794,"('38.73848898649864', '-9.130096859283134')",None,Lisboa,Lisboa
2273,votingImage795,"('38.7362238942406', '-9.147626350104966')",São Sebastião da Pedreira,Lisboa,Lisboa
2274,votingImage796,"('38.7390709397541', '-9.154064260664251')",São Sebastião da Pedreira,Lisboa,Lisboa
2275,votingImage797,"('38.7503923', '-9.1163064')",Marvila,Lisboa,Lisboa
2276,votingImage798,"('38.77139541490722', '-9.173257530367392')",Lumiar,Lisboa,Lisboa
2277,votingImage799,"('38.73884725536141', '-9.143189946149175')",São Sebastião da Pedreira,Lisboa,Lisboa
2278,votingImage8,"('38.7253580859612', '-9.128498572315483')",Penha de França,Lisboa,Lisboa
2279,votingImage80,"('38.72522747716908', '-9.140241597783406')",Arroios,Lisboa,Lisboa
2280,votingImage800,"('38.75511082551778', '-9.153222048277563')",São João de Brito,Lisboa,Lisboa
2281,votingImage801,"('38.72994773346042', '-9.17816345342484')",Campolide,Lisboa,Lisboa
2282,votingImage802,"('38.75224688766292', '-9.184513063527419')",São Domingos de Benfica,Lisboa,Lisboa
2283,votingImage803,"('38.77729306702066', '-9.163132163814863')",Lumiar,Lisboa,Lisboa
2284,votingImage804,"('38.74039963475875', '-9.139755794839061')",None,Lisboa,Lisboa
2285,votingImage805,"('38.7613656', '-9.1797235')",Carnide,Lisboa,Lisboa
2286,votingImage806,"('38.76745204724875', '-9.189381638284967')",Carnide,Lisboa,Lisboa
2287,votingImage807,"('38.75376033988331', '-9.168087021470178')",None,Lisboa,Lisboa
2288,votingImage808,"('38.73777856996618', '-9.153620092350906')",São Sebastião da Pedreira,Lisboa,Lisboa
2289,votingImage809,"('38.75187051477499', '-9.182150281341997')",São Domingos de Benfica,Lisboa,Lisboa
2290,votingImage81,"('38.75079774585895', '-9.191095376497834')",Benfica,Lisboa,Lisboa
2291,votingImage810,"('38.75219474318503', '-9.148453087672143')",Alvalade,Lisboa,Lisboa
2292,votingImage811,"('38.75235424942598', '-9.121516120551043')",Marvila,Lisboa,Lisboa
2293,votingImage812,"('38.73664301353996', '-9.17109456657785')",Campolide,Lisboa,Lisboa
2294,votingImage813,"('38.77687682921144', '-9.151591728692823')",Lumiar,Lisboa,Lisboa
2295,votingImage814,"('38.7803362346409', '-9.148273181146791')",Charneca,Lisboa,Lisboa
2296,votingImage815,"('38.7446849', '-9.1317009')",None,Lisboa,Lisboa
2297,votingImage816,"('38.7795462', '-9.1633183')",Lumiar,Lisboa,Lisboa
2298,votingImage817,"('38.7700254', '-9.1196319')",Olivais,Lisboa,Lisboa
2299,votingImage818,"('38.7341739', '-9.1423734')",Arroios,Lisboa,Lisboa
2300,votingImage819,"('38.7798039', '-9.1522303')",Charneca,Lisboa,Lisboa
2301,votingImage82,"('38.7454583', '-9.1413611')",Alvalade,Lisboa,Lisboa
2302,votingImage820,"('38.76893010932145', '-9.175665169107836')",Lumiar,Lisboa,Lisboa
2303,votingImage821,"('38.76737135662292', '-9.112282876624548')",Olivais,Lisboa,Lisboa
2304,votingImage822,"('38.7380272', '-9.1729007')",Campolide,Lisboa,Lisboa
2305,votingImage823,"('38.76851781038523', '-9.191712797432114')",Carnide,Lisboa,Lisboa
2306,votingImage824,"('38.73549608794531', '-9.11712936450442')",Beato,Lisboa,Lisboa
2307,votingImage825,"('38.7882357', '-9.1469612')",Charneca,Lisboa,Lisboa
2308,votingImage826,"('38.75019487789681', '-9.143027040668766')",Alvalade,Lisboa,Lisboa
2309,votingImage827,"('38.72882848571135', '-9.170761662175153')",Campolide,Lisboa,Lisboa
2310,votingImage828,"('38.7768582624695', '-9.182434747769072')",None,Lisboa,Pontinha e Famões
2311,votingImage829,"('38.72665580823832', '-9.147982768505644')",None,Lisboa,Lisboa
2312,votingImage83,"('38.7531602', '-9.1744389')",São Domingos de Benfica,Lisboa,Lisboa
2313,votingImage830,"('38.75599635005926', '-9.14881513455882')",São João de Brito,Lisboa,Lisboa
2314,votingImage831,"('38.76757450028448', '-9.19714106386961')",None,Lisboa,Lisboa
2315,votingImage832,"('38.75730169096536', '-9.187956904100883')",Carnide,Lisboa,Lisboa
2316,votingImage833,"('38.75139295876784', '-9.135841131971837')",São João de Brito,Lisboa,Lisboa
2317,votingImage834,"('38.7610026', '-9.1140534')",Olivais,Lisboa,Lisboa
2318,votingImage835,"('38.750329679451', '-9.134432152722908')",Alvalade,Lisboa,Lisboa
2319,votingImage836,"('38.78050863414655', '-9.148202690887256')",Charneca,Lisboa,Lisboa
2320,votingImage837,"('38.73638003387001', '-9.159713742892663')",Campolide,Lisboa,Lisboa
2321,votingImage838,"('38.76631708497418', '-9.117858854516639')",Olivais,Lisboa,Lisboa
2322,votingImage839,"('38.73833875158459', '-9.171469712499208')",Campolide,Lisboa,Lisboa
2323,votingImage84,"('38.72950409875148', '-9.175939004928864')",Campolide,Lisboa,Lisboa
2324,votingImage840,"('38.7646752', '-9.1207628')",Olivais,Lisboa,Lisboa
2325,votingImage841,"('38.72930783076971', '-9.12676903406669')",Penha de França,Lisboa,Lisboa
2326,votingImage842,"('38.7279868', '-9.1325777')",Arroios,Lisboa,Lisboa
2327,votingImage843,"('38.77990004036316', '-9.163612940113545')",Lumiar,Lisboa,Lisboa
2328,votingImage844,"('38.7456214', '-9.1154393')",Marvila,Lisboa,Lisboa
2329,votingImage845,"('38.75219387806754', '-9.183639544976245')",São Domingos de Benfica,Lisboa,Lisboa
2330,votingImage846,"('38.7642739589794', '-9.179083600531007')",Carnide,Lisboa,Lisboa
2331,votingImage847,"('38.7393698061346', '-9.132736411395696')",None,Lisboa,Lisboa
2332,votingImage848,"('38.75364036540475', '-9.134085318215499')",São João de Brito,Lisboa,Lisboa
2333,votingImage849,"('38.76356164970345', '-9.117582743128363')",Olivais,Lisboa,Lisboa
2334,votingImage85,"('38.76664282834838', '-9.173401661160081')",Lumiar,Lisboa,Lisboa
2335,votingImage850,"('38.75998973078268', '-9.186176623717012')",Carnide,Lisboa,Lisboa
2336,votingImage851,"('38.73024348429962', '-9.166014114260168')",Campolide,Lisboa,Lisboa
2337,votingImage852,"('38.7258035731695', '-9.128452304946883')",Penha de França,Lisboa,Lisboa
2338,votingImage853,"('38.75744661268521', '-9.137145461916171')",São João de Brito,Lisboa,Lisboa
2339,votingImage854,"('38.77875000334038', '-9.15715786046737')",Charneca,Lisboa,Lisboa
2340,votingImage855,"('38.72081132850629', '-9.152998859922674')",None,Lisboa,Lisboa
2341,votingImage856,"('38.7901602', '-9.1449838')",None,Lisboa,"Camarate, Unhos e Apelação"
2342,votingImage857,"('38.73982833352235', '-9.194506677657055')",Benfica,Lisboa,Lisboa
2343,votingImage858,"('38.7515446405742', '-9.117253731951832')",Marvila,Lisboa,Lisboa
2344,votingImage859,"('38.73532915737707', '-9.170624281667134')",Campolide,Lisboa,Lisboa
2345,votingImage86,"('38.75968159461313', '-9.165931208650258')",Lumiar,Lisboa,Lisboa
2346,votingImage860,"('38.7300364', '-9.1507743')",São Sebastião da Pedreira,Lisboa,Lisboa
2347,votingImage861,"('38.73382573207376', '-9.168073271723928')",Campolide,Lisboa,Lisboa
2348,votingImage862,"('38.72903618700807', '-9.150466113030365')",São Sebastião da Pedreira,Lisboa,Lisboa
2349,votingImage863,"('38.72475172339209', '-9.174108254763048')",Campolide,Lisboa,Lisboa
2350,votingImage864,"('38.74513586211776', '-9.183295272548879')",São Domingos de Benfica,Lisboa,Lisboa
2351,votingImage865,"('38.74911396598741', '-9.171542287349755')",São Domingos de Benfica,Lisboa,Lisboa
2352,votingImage866,"('38.74833286365266', '-9.168436415462399')",São Domingos de Benfica,Lisboa,Lisboa
2353,votingImage867,"('38.76649316415239', '-9.166038149637602')",Lumiar,Lisboa,Lisboa
2354,votingImage868,"('38.75772099434636', '-9.174994420990418')",Carnide,Lisboa,Lisboa
2355,votingImage869,"('38.7518944', '-9.1659668')",None,Lisboa,Lisboa
2356,votingImage87,"('38.7293040416375', '-9.171261824982263')",Campolide,Lisboa,Lisboa
2357,votingImage870,"('38.76108307655841', '-9.191136335199145')",Carnide,Lisboa,Lisboa
2358,votingImage871,"('38.74498103674802', '-9.196299387102512')",Benfica,Lisboa,Lisboa
2359,votingImage872,"('38.7452101109756', '-9.194889715164067')",Benfica,Lisboa,Lisboa
2360,votingImage873,"('38.7499134', '-9.1962726')",Benfica,Lisboa,Lisboa
2361,votingImage874,"('38.73538489706531', '-9.131242012180168')",Arroios,Lisboa,Lisboa
2362,votingImage875,"('38.76903675933548', '-9.117469721090258')",Olivais,Lisboa,Lisboa
2363,votingImage876,"('38.7410626', '-9.1626189')",São Sebastião da Pedreira,Lisboa,Lisboa
2364,votingImage877,"('38.77809275584256', '-9.119163899089079')",Olivais,Lisboa,Lisboa
2365,votingImage878,"('38.74506129152229', '-9.113546548740487')",Marvila,Lisboa,Lisboa
2366,votingImage879,"('38.7497152', '-9.123085')",Marvila,Lisboa,Lisboa
2367,votingImage88,"('38.7804600129481', '-9.143997830696634')",Charneca,Lisboa,Lisboa
2368,votingImage880,"('38.763818', '-9.1682183')",Lumiar,Lisboa,Lisboa
2369,votingImage881,"('38.7615957900386', '-9.13381277629873')",São João de Brito,Lisboa,Lisboa
2370,votingImage882,"('38.74596919894897', '-9.179829334359068')",São Domingos de Benfica,Lisboa,Lisboa
2371,votingImage883,"('38.7259575', '-9.1500423')",São Sebastião da Pedreira,Lisboa,Lisboa
2372,votingImage884,"('38.76070589887382', '-9.177982379994058')",Carnide,Lisboa,Lisboa
2373,votingImage885,"('38.76297925618991', '-9.197380591105105')",Carnide,Lisboa,Lisboa
2374,votingImage886,"('38.7753944303807', '-9.177962509746074')",Lumiar,Lisboa,Lisboa
2375,votingImage887,"('38.76191183451481', '-9.119046655731568')",Olivais,Lisboa,Lisboa
2376,votingImage888,"('38.7459507923389', '-9.121552008315732')",Marvila,Lisboa,Lisboa
2377,votingImage889,"('38.77775143536931', '-9.126051960062975')",Olivais,Lisboa,Lisboa
2378,votingImage89,"('38.73608462901398', '-9.146916930365016')",São Sebastião da Pedreira,Lisboa,Lisboa
2379,votingImage890,"('38.74271318610273', '-9.165562843434655')",São Sebastião da Pedreira,Lisboa,Lisboa
2380,votingImage891,"('38.7300538', '-9.1615215')",Campolide,Lisboa,Lisboa
2381,votingImage892,"('38.76910717508127', '-9.15717656808484')",Lumiar,Lisboa,Lisboa
2382,votingImage893,"('38.76008108483219', '-9.179988567863155')",Carnide,Lisboa,Lisboa
2383,votingImage894,"('38.7843364409608', '-9.138568643553294')",Charneca,Lisboa,Lisboa
2384,votingImage895,"('38.7759893', '-9.1523197')",Lumiar,Lisboa,Lisboa
2385,votingImage896,"('38.7537546069806', '-9.116096910678449')",Marvila,Lisboa,Lisboa
2386,votingImage897,"('38.74587631747859', '-9.179014797111448')",São Domingos de Benfica,Lisboa,Lisboa
2387,votingImage898,"('38.7572586', '-9.1645847')",Lumiar,Lisboa,Lisboa
2388,votingImage899,"('38.7537921', '-9.1358944')",São João de Brito,Lisboa,Lisboa
2389,votingImage9,"('38.74287284963043', '-9.123140566836156')",None,Lisboa,Lisboa
2390,votingImage90,"('38.74061890779239', '-9.141556280896545')",None,Lisboa,Lisboa
2391,votingImage900,"('38.7445565', '-9.1626861')",None,Lisboa,Lisboa
2392,votingImage901,"('38.7615999', '-9.1693814')",Lumiar,Lisboa,Lisboa
2393,votingImage902,"('38.73767534956221', '-9.158213064097199')",São Sebastião da Pedreira,Lisboa,Lisboa
2394,votingImage903,"('38.76702783245929', '-9.119750512144197')",Olivais,Lisboa,Lisboa
2395,votingImage904,"('38.75738981905151', '-9.138111150028838')",São João de Brito,Lisboa,Lisboa
2396,votingImage905,"('38.7297997', '-9.1395193')",Arroios,Lisboa,Lisboa
2397,votingImage906,"('38.7859883081748', '-9.142443575901265')",Charneca,Lisboa,Lisboa
2398,votingImage907,"('38.74349039036596', '-9.134739167528807')",None,Lisboa,Lisboa
2399,votingImage908,"('38.7522324061717', '-9.19607092493254')",Benfica,Lisboa,Lisboa
2400,votingImage909,"('38.74694184028812', '-9.177112161761475')",São Domingos de Benfica,Lisboa,Lisboa
2401,votingImage91,"('38.7763648', '-9.1871421')",None,Lisboa,Pontinha e Famões
2402,votingImage910,"('38.7681974', '-9.1544577')",Lumiar,Lisboa,Lisboa
2403,votingImage911,"('38.73167355276433', '-9.144258620757194')",Arroios,Lisboa,Lisboa
2404,votingImage912,"('38.74023015706975', '-9.172021347480896')",São Domingos de Benfica,Lisboa,Lisboa
2405,votingImage913,"('38.74983635139448', '-9.13529402409269')",Alvalade,Lisboa,Lisboa
2406,votingImage914,"('38.74300343402513', '-9.135897959408123')",None,Lisboa,Lisboa
2407,votingImage915,"('38.75353003596706', '-9.183923001361023')",São Domingos de Benfica,Lisboa,Lisboa
2408,votingImage916,"('38.7568205673974', '-9.180250076835677')",São Domingos de Benfica,Lisboa,Lisboa
2409,votingImage917,"('38.7516413', '-9.1200915')",Marvila,Lisboa,Lisboa
2410,votingImage918,"('38.74075596881234', '-9.143391409832372')",São Sebastião da Pedreira,Lisboa,Lisboa
2411,votingImage919,"('38.75265672836411', '-9.138438285302914')",São João de Brito,Lisboa,Lisboa
2412,votingImage92,"('38.76886426498065', '-9.167322402015248')",Lumiar,Lisboa,Lisboa
