ACCIDENTNU,ACCIDENTDA,ACCIDENT_L,IMPACT_LOC,COLLISION_,ENVIRONMEN,LIGHT,geo,N_SIGNS,TRAFFIC_VOLUME,ADVANCE CROSSING MARKING,BIKE BOX,BIKE/EDGE LINE,CENTRE LINE,CROSSWALK LINE,GREEN SHARED-USE,LANE DIVIDER,RR TRACK STOP LINE,SCHOOL CROSSWALK LINE,SHARROW,SPEED HUMP,STOP LINE,TRAIL CROSSING,TURNING ARROW,TWO WAY LEFT TURN,YIELD LINE,TOTAL_MARKINGS,avg_lanes,avg_pav_with,avg_row_width,avg_off_class,avg_speed_limit,avg_shape_length
15-005306,2015-01-08,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.48641765773461 43.4587389499214),0,0,7,0,0,39,14,0,0,1,1,2,0,36,0,1,0,0,101,53,232.0,540.0,152,1350,3511.91643090525
15-006556,2015-01-09,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4931712457182 43.4388710070444),1,0,0,0,0,26,21,2,11,0,0,0,0,40,0,12,0,0,112,46,225.0,569.0,105,1100,2855.429959957111
15-005806,2015-01-09,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4978546284821 43.4368291790906),0,0,0,0,0,17,2,0,0,0,0,0,0,19,0,0,0,0,38,28,114.0,295.0,78,700,1289.6360586725482
15-005790,2015-01-09,02-Intersection related,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4681025860904 43.401134273218),0,0,0,0,38,34,4,0,55,0,0,0,0,44,0,55,0,0,230,105,443.0,761.0,120,1600,9304.507183608965
15-006091,2015-01-09,02-Intersection related,02-Thru lane,INTERSECTION,03-Snow,05-Dusk,MULTIPOINT (-80.529700358124 43.4198651875031),0,0,0,0,15,47,1,0,6,0,0,0,0,40,0,14,0,0,123,102,403.0,781.0,132,1420,3720.283208528666
15-006426,2015-01-10,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4663078116703 43.4769755260185),0,2610.0,0,0,2,10,8,0,0,0,0,0,0,10,0,0,0,2,32,32,112.0,280.0,78,700,2833.888382915004
15-007514,2015-01-11,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.52449451324981 43.4190894628123),0,0,0,0,0,25,0,0,0,0,1,0,0,17,0,0,0,0,43,28,137.0,280.0,84,700,1883.9351891689241
15-007594,2015-01-11,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,07-Dark,MULTIPOINT (-80.5193194222737 43.404507981668),0,0,0,0,0,14,0,0,1,0,1,0,0,20,0,1,0,0,37,58,281.0,572.0,129,1440,4025.7305795937523
15-008282,2015-01-12,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,05-Dusk,MULTIPOINT (-80.50883685002761 43.4173800997527),5,45744.0,2,0,3,28,18,0,9,1,0,0,0,33,0,23,0,11,128,176,655.0,1899.0,304,2600,9130.728986285696
15-007985,2015-01-12,04-At/near private drive,11-Not on roadway - right side,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5200629958144 43.420659546393),0,0,0,0,0,23,0,0,0,0,1,0,0,15,0,0,0,0,39,26,126.0,250.0,78,650,1778.3457525115077
15-009128,2015-01-13,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.5135514329223 43.4050121371164),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,49.0,98.0,30,250,1421.195132231826
15-008642,2015-01-13,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4854140821418 43.4544809629904),2,0,0,0,25,42,24,0,16,0,0,2,0,47,0,20,0,0,176,61,271.0,502.0,111,1250,3068.2590912813457
15-009042,2015-01-13,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4959723637173 43.4338804263896),0,0,0,0,0,27,16,0,16,0,1,0,0,42,0,22,0,0,124,48,234.0,513.0,123,1100,3682.003432488614
15-008844,2015-01-13,03-At intersection,03-Left turn lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4467103831292 43.3979474956458),5,0,0,0,22,54,4,0,14,0,1,0,0,39,0,22,0,0,156,74,299.0,760.0,160,1510,5776.4409637719
15-008644,2015-01-13,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5313166475398 43.4214923468804),0,0,0,0,15,37,2,0,4,0,0,0,0,33,0,6,0,0,97,96,361.0,667.0,138,1350,4039.573097210333
15-009916,2015-01-14,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,05-Dusk,MULTIPOINT (-80.4386957941266 43.4266156885621),0,0,2,0,6,20,4,0,13,0,0,0,0,24,0,12,0,0,81,28,135.0,228.0,78,650,3178.3116703180162
15-009883,2015-01-14,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.49099474264671 43.4662740880775),0,0,2,0,0,31,11,0,3,0,1,2,0,28,0,0,0,0,78,46,198.0,460.0,128,1150,2314.745819567975
15-009433,2015-01-14,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5109317160279 43.454696993062),2,0,2,0,0,23,3,0,15,2,0,4,0,36,0,38,0,0,123,26,111.0,242.0,71,650,2034.0193053930857
15-009687,2015-01-14,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4643299452554 43.4205324577975),0,0,0,0,55,15,2,0,29,1,0,0,0,17,0,5,0,22,146,54,230.0,629.0,80,900,4350.820945801266
15-011639,2015-01-15,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.49218870632239 43.446884600653),4,25756.0,0,0,0,30,28,0,8,1,0,21,0,54,0,12,0,0,154,159,600.0,1405.0,284,2500,6287.484829620136
15-010747,2015-01-15,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.46455065115281 43.3906159803912),4,0,0,0,35,33,4,0,52,0,0,0,0,38,0,37,0,0,199,98,408.0,763.0,140,1600,7335.433222953663
15-010628,2015-01-15,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4824768302596 43.4484351473743),1,68.0,0,0,0,12,4,0,7,0,0,14,0,24,0,11,0,0,72,24,113.0,195.0,78,650,1275.5745155799214
15-010996,2015-01-16,99-Other,12-Off highway,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4898661589347 43.4343800908879),0,0,0,0,2,29,15,2,6,0,0,0,0,39,0,9,0,0,102,44,235.0,499.0,108,1100,3208.9752765379944
15-011304,2015-01-16,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.45396550941309 43.4208902055907),0,0,0,0,0,31,6,0,0,0,1,0,44,30,0,3,0,0,115,35,185.0,398.0,94,900,3046.879457416192
15-011397,2015-01-16,03-At intersection,99-Other,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.40128251856839 43.4102279779752),0,0,0,0,0,41,1,0,3,0,0,0,0,29,0,4,0,0,78,52,245.0,521.0,96,1240,4181.086437326836
15-011331,2015-01-16,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4850115708537 43.4434761351593),0,16866.0,2,0,0,28,21,0,4,3,0,0,0,46,0,8,0,0,112,137,499.0,1228.0,234,2050,6267.574949748055
15-021374,2015-01-17,99-Other,12-Off highway,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4390876793228 43.4725244627943),7,60358.0,1,0,3,30,45,2,15,0,0,0,0,48,0,24,0,2,170,176,635.0,1308.0,247,2100,11820.658085240826
15-012115,2015-01-17,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.51792628534029 43.4019413853757),0,0,0,0,0,13,0,0,1,0,1,0,0,16,0,1,0,0,32,58,277.0,564.0,138,1440,3619.0708758169458
15-011829,2015-01-17,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.51213511555019 43.4067947820474),0,0,0,0,0,14,0,0,1,0,1,0,0,17,0,1,0,0,34,52,250.0,502.0,120,1290,3508.5218877788516
15-013172,2015-01-18,01-Non intersection,10-Not on roadway - left side,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.4211959193243 43.4423028661475),0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,16,14,69.0,140.0,42,400,958.8167909541432
15-013992,2015-01-18,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,07-Dark,MULTIPOINT (-80.5296935048499 43.411581570139),0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,17,17,81.0,172.0,54,450,1062.1693140090904
15-013096,2015-01-18,04-At/near private drive,05-Right turn channel,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.3873630119764 43.4057713081084),13,247638.0,2,0,1,56,18,0,34,0,0,25,0,63,0,40,0,0,239,179,715.0,2312.0,274,2500,10187.57936085477
15-013560,2015-01-19,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5122953830268 43.4326717965529),2,10938.0,0,1,28,35,22,4,18,0,0,0,0,55,0,45,14,0,222,152,595.0,1192.0,192,2290,6983.050738563024
15-014077,2015-01-19,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4498326153481 43.4296837608546),0,0,0,0,0,29,1,0,0,0,2,0,0,27,0,0,0,0,59,28,127.0,280.0,84,690,1898.7400799888874
15-014382,2015-01-20,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5000481946885 43.4390991150873),1,0,0,1,26,32,22,4,19,0,0,0,0,52,0,40,14,0,210,111,487.0,1093.0,165,2090,4669.721627246124
15-014628,2015-01-20,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.511765964348 43.4537395735273),2,0,3,1,14,64,10,3,26,4,0,4,1,79,0,56,0,0,265,78,330.0,744.0,188,1850,7777.122258713519
15-014981,2015-01-21,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4271365015381 43.3915299202236),1,9580.0,0,0,9,12,5,0,27,0,0,0,16,23,0,25,0,26,143,133,372.0,1426.0,168,1420,10624.020540957446
15-024979,2015-01-21,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4961631809706 43.4488453909359),3,0,0,0,1,18,10,0,2,0,0,30,2,28,0,5,0,2,98,31,152.0,293.0,75,800,1663.9625836867988
15-015240,2015-01-21,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.49218870632239 43.446884600653),4,25756.0,0,0,0,30,28,0,8,1,0,21,0,54,0,12,0,0,154,159,600.0,1405.0,284,2500,6287.484829620136
15-016713,2015-01-22,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5395783667465 43.4133330243521),0,0,0,0,0,25,1,0,0,0,0,0,1,27,0,0,0,0,54,46,216.0,460.0,104,1050,2826.3777114906834
15-016529,2015-01-23,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.4942599504018 43.446921108124),0,0,0,0,0,13,3,0,2,0,0,13,4,19,0,7,0,2,63,24,92.0,178.0,73,500,1402.115128064815
15-018002,2015-01-24,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.52145574335739 43.4224217108838),0,0,0,0,0,26,2,2,2,0,0,0,0,23,0,8,0,0,63,38,188.0,434.0,90,870,2258.3139626694174
15-018032,2015-01-24,02-Intersection related,12-Off highway,INTERSECTION,03-Snow,07-Dark,MULTIPOINT (-80.4216662760027 43.3897377140537),4,9580.0,0,0,11,31,6,0,25,0,0,0,0,47,0,27,0,26,173,167,558.0,1817.0,273,2320,12579.931933934056
15-018546,2015-01-25,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5113183391983 43.4040790605067),0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,14,16,76.0,150.0,48,400,1308.4004506471572
15-019460,2015-01-26,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4408106371159 43.4094336646456),0,0,2,0,2,34,5,0,21,2,0,0,0,37,0,46,0,0,149,67,267.0,469.0,139,1130,6158.240083617288
15-019166,2015-01-26,02-Intersection related,10-Not on roadway - left side,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.491896268506 43.4485126864923),1,0,0,0,0,15,7,0,2,0,0,20,0,23,0,4,0,0,71,25,127.0,231.0,57,650,1265.5060818121124
15-019931,2015-01-27,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.47064091844079 43.3869249489779),0,0,0,0,0,9,0,0,1,0,0,0,0,12,0,2,0,0,24,24,112.0,240.0,72,600,1593.4637622689913
15-020448,2015-01-27,04-At/near private drive,12-Off highway,MIDBLOCK,01-Clear,"06-Dusk, artificial",MULTIPOINT (-80.51177087919071 43.4480879250856),0,0,0,3,45,41,31,9,26,0,0,0,0,51,0,93,15,0,314,86,349.0,632.0,94,1300,3972.1847753554293
15-020120,2015-01-27,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,05-Dusk,MULTIPOINT (-80.4498326153481 43.4296837608546),0,0,0,0,0,29,1,0,0,0,2,0,0,27,0,0,0,0,59,28,127.0,280.0,84,690,1898.7400799888874
15-020730,2015-01-28,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4997044275292 43.4394359511545),1,0,0,1,26,42,28,4,19,0,0,0,0,62,0,40,14,0,236,121,527.0,1184.0,195,2340,5177.659149994738
15-021642,2015-01-29,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.5195231460434 43.4298084842085),0,0,0,1,26,28,16,4,14,0,0,0,0,44,0,37,14,0,184,97,427.0,867.0,126,1740,3921.6156113789953
15-022034,2015-01-29,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4738049695251 43.4183288913839),0,0,0,0,53,33,4,0,33,1,2,0,24,32,0,10,0,22,214,84,378.0,858.0,154,1570,5784.108159250488
15-023802,2015-01-29,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.51774361206741 43.4270557238079),0,0,0,0,0,28,2,0,0,0,3,0,0,26,0,0,0,0,59,36,158.0,360.0,86,860,2700.8628727536075
15-021578,2015-01-29,01-Non intersection,09-Right shoulder,MIDBLOCK,03-Snow,07-Dark,MULTIPOINT (-80.4552593479211 43.3699261124432),1,4630.0,0,0,4,8,0,0,2,0,0,0,0,12,0,9,0,0,35,35,127.0,531.0,44,1150,11869.502205263983
15-021624,2015-01-29,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,07-Dark,MULTIPOINT (-80.50361153742899 43.4365581595701),0,0,0,4,71,60,48,13,39,0,0,0,0,87,0,128,29,0,479,167,709.0,1357.0,174,2640,6451.5985819022135
15-021998,2015-01-29,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4727453019939 43.4250674809614),0,530.0,1,0,2,7,0,0,3,0,0,0,0,13,0,4,0,0,30,13,63.0,138.0,36,300,1903.125711642041
15-022431,2015-01-30,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.49844588226441 43.4662131520451),0,0,0,0,30,42,18,0,12,0,0,2,0,43,0,18,0,0,165,70,305.0,618.0,96,1300,3527.4444774055037
15-023833,2015-01-30,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4918407299816 43.4126477668528),0,0,0,0,56,31,2,0,30,1,1,0,28,26,0,5,0,22,202,72,325.0,749.0,112,1340,4969.586667889505
15-022382,2015-01-30,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4883990938488 43.4494985589947),17,276846.0,2,0,5,83,47,0,46,0,0,46,0,111,0,59,0,0,399,294,1156.0,3082.0,488,4400,13540.384239233212
15-022771,2015-01-31,02-Intersection related,10-Not on roadway - left side,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4571884226993 43.4339328569155),0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,6,21.0,40.0,12,100,474.88186277759996
15-023716,2015-01-31,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.5153089968745 43.4023017745744),0,0,0,0,0,13,0,0,1,0,1,0,0,16,0,1,0,0,32,53,251.0,510.0,126,1340,3259.6405603728067
15-023731,2015-02-01,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5169945442686 43.451888379849),0,0,1,4,59,70,36,12,38,2,0,0,1,84,0,114,15,0,436,120,502.0,982.0,158,2050,7949.1572307495635
15-023569,2015-02-01,02-Intersection related,11-Not on roadway - right side,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.4882915948714 43.4508663806702),3,790.0,2,0,0,39,18,0,10,0,0,8,0,58,0,22,0,0,157,71,320.0,557.0,195,1700,3717.7278018758875
15-024515,2015-02-02,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.42081502189841 43.4394129273122),1,6572.0,0,0,0,24,3,0,2,0,0,0,0,28,0,11,0,14,82,88,297.0,692.0,168,1450,6288.878348342287
15-024633,2015-02-02,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,07-Dark,MULTIPOINT (-80.4408106371159 43.4094336646456),0,0,2,0,2,34,5,0,21,2,0,0,0,37,0,46,0,0,149,67,267.0,469.0,139,1130,6158.240083617288
15-026085,2015-02-02,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.4341607208583 43.4379582249358),0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,24,14,63.0,136.0,42,350,1329.2997416604533
15-024575,2015-02-02,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.441186740804 43.4244357680055),0,0,2,0,6,35,5,0,10,0,0,0,0,41,0,12,0,0,111,42,197.0,368.0,120,1000,3635.445010515901
15-024300,2015-02-02,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4766405633936 43.4264400158185),0,0,0,0,2,4,0,0,2,0,0,0,0,10,0,4,0,0,22,12,63.0,150.0,36,300,1950.0249171221544
15-024628,2015-02-02,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.51770758934541 43.4115482346534),0,0,0,0,0,11,0,0,2,0,0,0,0,9,0,2,0,0,24,14,70.0,144.0,38,350,1046.8050403662132
15-024935,2015-02-03,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4090489861443 43.4540703813658),0,0,0,0,0,12,1,0,2,0,0,0,0,15,0,2,0,7,39,38,180.0,364.0,102,940,3173.290982041002
15-025227,2015-02-03,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.44206243480259 43.3945000745912),5,0,0,0,31,69,3,0,22,0,3,0,20,51,0,41,0,0,240,99,388.0,948.0,169,1750,7299.504040116015
15-024892,2015-02-03,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.51409839934421 43.447422209726),0,0,0,3,45,39,31,9,26,0,0,0,0,51,0,93,15,0,312,82,332.0,604.0,83,1200,3814.9456334585548
15-025802,2015-02-03,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5103614257782 43.4556286697022),8,24794.0,3,0,0,42,15,0,18,2,0,18,0,68,0,51,0,0,217,67,304.0,572.0,163,1450,4315.3689257589285
15-025339,2015-02-03,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.47498639656661 43.4203885429657),0,0,0,0,1,21,2,0,5,0,2,0,28,18,0,4,0,0,81,24,123.0,240.0,56,520,1929.7424909347158
15-024876,2015-02-03,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4470978330414 43.4416055077447),1,0,0,0,0,28,9,0,8,0,0,0,0,24,0,5,0,0,74,36,187.0,402.0,108,900,2893.435149303712
15-025244,2015-02-03,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4784666621977 43.4456816721054),0,68.0,0,0,1,23,7,0,5,0,0,8,0,32,0,8,0,0,84,40,175.0,335.0,126,1050,2111.9739106271895
15-026004,2015-02-04,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4500599549127 43.4574861108764),7,6402.0,0,0,23,46,9,0,34,0,0,0,0,53,0,45,0,0,210,95,404.0,911.0,186,1550,6606.645079586743
15-026137,2015-02-04,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.4432252808858 43.4490975377531),7,6402.0,0,0,22,53,8,0,36,0,0,0,0,67,0,51,0,0,237,107,459.0,1031.0,222,1850,7146.514700834365
15-026037,2015-02-04,04-At/near private drive,12-Off highway,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.4830346912283 43.4452551326383),2,4670.0,2,0,2,22,18,0,6,2,0,0,0,30,0,5,0,0,87,64,273.0,521.0,148,1250,4266.790822400108
15-026550,2015-02-04,02-Intersection related,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.51032867987 43.4542444556577),0,0,3,1,14,55,10,3,26,4,0,4,1,70,0,56,0,0,247,66,288.0,634.0,152,1550,7154.4065819727975
15-026515,2015-02-04,01-Non intersection,02-Thru lane,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.5155464138856 43.4496553023184),0,0,1,4,59,72,39,12,39,2,0,0,1,89,0,116,15,0,449,124,518.0,1014.0,169,2150,9162.044783952555
15-026411,2015-02-04,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.51303679675441 43.4453179831118),0,0,0,3,45,43,29,9,25,0,0,0,0,52,0,91,15,0,312,88,360.0,662.0,102,1350,3439.5012677305886
15-025703,2015-02-04,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.5191829168304 43.4551485627752),1,0,0,3,45,51,29,9,36,0,0,0,0,75,0,108,15,0,371,122,452.0,853.0,140,1700,3971.6524354709027
15-026414,2015-02-04,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5045123107668 43.4407849403179),3,36024.0,0,0,1,32,20,3,20,0,0,0,0,46,0,27,0,0,149,92,328.0,776.0,174,1440,6713.412758608696
15-029441,2015-02-04,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.49967531559049 43.4509907710061),5,21994.0,1,2,2,34,37,3,18,2,0,22,0,58,0,16,0,3,198,137,475.0,889.0,208,1950,6307.758306485685
15-026118,2015-02-04,02-Intersection related,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.51793180000369 43.4534209599217),0,0,0,3,47,45,29,9,27,0,0,0,0,59,0,91,15,0,325,94,386.0,722.0,114,1450,3551.0041265169048
15-026050,2015-02-04,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.47805172437469 43.4135841630321),4,0,0,0,89,36,9,0,76,1,0,0,0,47,0,40,0,22,320,136,565.0,1161.0,166,2100,10251.454323357326
15-029747,2015-02-05,01-Non intersection,09-Right shoulder,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4038717639431 43.4083586412712),0,0,0,0,0,36,1,0,2,0,0,0,0,25,0,3,0,0,67,42,202.0,419.0,66,990,3237.476120274721
15-026353,2015-02-05,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5116011822396 43.4394863443251),3,36024.0,0,0,1,28,15,3,22,0,0,0,0,42,0,32,0,0,143,86,303.5,725.0,156,1300,6980.34597883743
15-026349,2015-02-05,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4761924540061 43.4730275738557),0,4006.0,2,0,3,50,12,0,1,2,0,0,0,43,1,2,0,0,116,65,269.0,543.0,171,1450,5725.943227348117
15-026384,2015-02-05,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4100197322778 43.390827749848),0,0,0,0,10,15,0,0,10,0,0,0,0,13,0,16,0,0,64,24,111.0,219.0,50,450,2623.159767972291
15-027299,2015-02-06,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.47930676044339 43.4667533939679),0,0,2,0,0,44,11,0,0,2,0,0,0,39,1,0,0,0,99,47,206.0,427.0,144,1200,3834.3948583897013
15-027594,2015-02-06,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.5224921498567 43.4305087344947),1,0,0,0,0,17,1,0,0,0,0,0,0,13,0,0,0,0,31,20,98.0,201.0,60,500,1482.8381189839454
15-027437,2015-02-06,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.50060836514589 43.4381335027962),0,0,0,1,26,31,18,4,14,0,0,0,0,46,0,37,14,0,191,97,426.0,859.0,120,1740,4100.5358345135155
15-027802,2015-02-06,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.43377247912839 43.394153178666),0,0,0,0,9,26,0,0,12,0,1,0,28,24,0,24,0,0,124,41,160.0,326.0,57,650,2878.423958754819
15-027510,2015-02-06,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4762360349295 43.4112733415202),0,0,0,0,37,23,7,0,48,0,0,0,0,32,0,35,0,0,182,86,355.0,643.0,98,1300,6675.352181814758
15-028296,2015-02-07,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4421889006949 43.4166986747475),0,0,0,0,0,27,5,0,17,0,0,0,0,29,0,26,0,0,104,56,227.0,370.0,115,930,4327.452812293811
15-028565,2015-02-07,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4162244067107 43.4316410846479),0,0,0,0,0,16,0,0,0,1,0,0,4,11,0,0,0,0,32,19,87.0,209.0,52,500,2333.271172987754
15-029268,2015-02-08,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4918407299816 43.4126477668528),0,0,0,0,56,31,2,0,30,1,1,0,28,26,0,5,0,22,202,72,325.0,749.0,112,1340,4969.586667889505
