OBJECTID,TRAFFICMARKINGID,CREATE_DATE,UPDATE_DATE,STATUS,STATUS_DATE,SOURCE,SOURCE_DATE,CATEGORY,SUBCATEGORY,LOCATION_DESCRIPTION,LAST_YEAR_PAINTED,TIME_OF_WORK,ROADSEGMENTID,OWNERSHIP,Shape__Length
53968,66601,2019/02/20 12:13:56+00,2019/11/27 08:43:20+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,21.6372453083269
53969,66602,2019/02/20 12:13:58+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,13.5839691348515
53970,66603,2019/02/20 12:14:01+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,23.0276524950129
53971,66604,2019/02/20 12:14:02+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,24.8650770772833
53972,66605,2019/02/20 12:14:05+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,21.2394129123389
53973,66606,2019/02/20 12:14:08+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,19.7801876131455
53974,66607,2019/02/20 12:18:52+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,70.5613211941595
53975,66608,2019/02/20 12:18:57+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.16385314446627
53976,66609,2019/02/20 12:18:59+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.30647146408598
53977,66610,2019/02/20 12:19:03+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.2780337745773
53978,66611,2019/02/20 12:19:14+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:58+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.13274986108678
53979,66612,2019/02/20 12:20:21+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,78.5829444257298
53980,66613,2019/02/20 12:20:54+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,29.8156351346054
53981,66614,2019/02/20 12:21:43+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,80.3796996062476
53982,66615,2019/02/20 12:24:17+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:51+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.3746790894779
53983,66616,2019/02/20 12:24:37+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,77.6236566010817
53984,66617,2019/02/20 12:27:40+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,REGION,151.486251409265
53986,66619,2019/02/20 12:28:09+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,REGION,4.41755700382802
53987,66620,2019/02/20 12:28:23+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,SHARROW,,,,,,REGION,10.0230197632
53988,66621,2019/02/20 12:29:16+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,REGION,150.464502289103
53990,66623,2019/02/20 12:29:29+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,SHARROW,,,,,,REGION,10.1001019845543
53991,66624,2019/02/20 12:29:48+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,REGION,5.22907808147715
53992,66625,2019/02/20 12:30:04+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,14.9722696115193
53993,66626,2019/02/20 12:30:09+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,14.9624934038952
53994,66627,2019/02/20 12:30:24+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.01798543779339
53995,66628,2019/02/20 12:30:28+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.75235209801632
53996,66629,2019/02/20 12:30:32+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.65264389958224
53997,66630,2019/02/20 12:31:14+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,334.630266784197
53998,66631,2019/02/20 12:31:22+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,141.807394929757
53999,66632,2019/02/20 12:31:36+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,TWO WAY LEFT TURN,,,,,,REGION,102.053621850838
54000,66633,2019/02/20 12:32:38+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,4.2793263105797
54001,66634,2019/02/20 12:40:11+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,150.541206923802
54002,66635,2019/02/20 12:40:17+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,37.4951316027584
54003,66636,2019/02/20 12:40:21+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,10.0553231053543
54004,66637,2019/02/20 12:40:40+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,208.346202483943
54005,66638,2019/02/20 12:40:49+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,150.231468689732
54006,66639,2019/02/20 12:40:54+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,40.0932246171167
54009,66642,2019/02/20 12:42:03+00,2019/11/27 08:43:20+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,15.3863592103789
54010,66643,2019/02/20 12:42:18+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.57559654647085
54011,66644,2019/02/20 12:42:43+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,67.8157908662629
54012,66645,2019/02/20 12:42:50+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,47.9277842947633
54013,66646,2019/02/20 12:42:53+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,37.0270836269538
54014,66647,2019/02/20 12:43:10+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,REGION,362.017545595108
54015,66648,2019/02/20 12:43:16+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,REGION,5.06321634769849
54016,66649,2019/02/20 12:43:23+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,SHARROW,,,,,,REGION,10.908414205474
54017,66650,2019/02/20 12:43:39+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,REGION,357.931738085285
54018,66651,2019/02/20 12:43:44+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,REGION,5.57534612053422
54019,66652,2019/02/20 12:43:53+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,SHARROW,,,,,,REGION,11.0335877193567
54020,66653,2019/02/20 12:44:08+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,SHARROW,,,,,,REGION,8.46589197529107
54021,66654,2019/02/20 12:44:18+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,REGION,103.505864098489
54022,66655,2019/02/20 12:44:23+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,REGION,4.36061890188628
54023,66656,2019/02/20 12:55:39+00,2019/11/27 08:43:23+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,45.4169953857711
54024,66657,2019/02/20 12:55:44+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,52.436233154715
54025,66658,2019/02/20 12:55:46+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,20.1668961392948
54026,66659,2019/02/20 12:55:50+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,19.9148501140832
54027,66660,2019/02/20 12:55:55+00,2019/11/27 08:43:12+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,KITCHENER,14.416983813806
54028,66661,2019/02/20 12:56:03+00,2019/11/27 08:43:18+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,KITCHENER,28.5498390396953
54029,66662,2019/02/20 12:56:07+00,2019/11/27 08:43:23+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,KITCHENER,4.51189297626291
54030,66663,2019/02/20 12:56:10+00,2019/11/27 08:43:23+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,KITCHENER,3.98501033456235
54031,66664,2019/02/20 12:56:28+00,2019/11/27 19:37:45+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,4.39933051680395
54033,66666,2019/02/20 12:56:34+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,18.7359248591958
54036,66669,2019/02/20 12:57:06+00,2019/11/27 19:37:45+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,142.624430320605
54037,66670,2019/02/20 12:57:13+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,10.8768289495401
54038,66671,2019/02/20 12:57:31+00,2019/11/27 19:37:45+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,143.93303041017
54039,66672,2019/02/20 12:57:37+00,2019/11/27 19:37:45+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.78655223330455
54041,66674,2019/02/20 12:57:46+00,2019/11/27 19:37:45+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,9.17945531536264
54043,66676,2019/02/20 12:58:27+00,2019/11/27 19:37:45+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,9.31969901473305
54045,66678,2019/02/20 12:58:43+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.89003559042202
54046,66679,2019/02/20 12:58:44+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:01+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,8.9405124807098
54048,66681,2019/02/20 12:59:07+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,138.529692292897
54051,66684,2019/02/20 12:59:38+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.43272602958553
54052,66685,2019/02/20 12:59:40+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.51659642348879
54053,66686,2019/02/20 12:59:45+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:06+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.55166259706272
54054,66687,2019/02/20 12:59:49+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.66215015921979
54055,66688,2019/02/20 13:00:36+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,295.783345017659
54057,66690,2019/02/20 13:01:40+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,102.644384632203
54058,66691,2019/02/20 13:02:05+00,2019/11/27 19:48:34+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,2019/11/25 00:00:00+00,LANE DIVIDER,,VICTORIA ST N AT EDNA ST,,,,REGION,216.567229869277
54059,66692,2019/02/20 13:02:13+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,111.27359597557
54064,66697,2019/02/20 13:04:55+00,2019/11/27 19:48:34+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,2019/11/25 00:00:00+00,LANE DIVIDER,,VICTORIA ST N AT EDNA ST,,,,REGION,218.954967392493
54065,66698,2019/02/20 13:05:07+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,115.66165107609
54066,66699,2019/02/20 13:05:12+00,2019/11/27 19:33:58+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,FILBERT ST AT VICTORIA ST N,,,,REGION,17.721054356493
54068,66701,2019/02/20 13:05:44+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,5.41783562307169
54069,66702,2019/02/20 13:05:47+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.04401776703344
54070,66703,2019/02/20 13:06:08+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,116.174167917623
54071,66704,2019/02/20 13:06:12+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,116.383006865143
54072,66705,2019/02/20 13:06:20+00,2019/11/27 19:33:58+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,LOCUST ST AT VICTORIA ST N,,,,REGION,15.8996992905023
54073,66706,2019/02/20 13:06:46+00,2019/11/27 19:33:58+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,CHESTNUT ST AT VICTORIA ST N,,,,REGION,15.4071920132988
54074,66707,2019/02/20 13:06:56+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,168.617393757853
54075,66708,2019/02/20 13:07:23+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,167.951008102225
54076,66709,2019/02/20 13:08:53+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,14.407286732749
54077,66710,2019/02/20 13:09:55+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,13.7188454291671
54078,66711,2019/02/20 13:09:57+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,10.2852380159289
54079,66712,2019/02/20 13:11:03+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,14.6350065480434
54080,66713,2019/02/20 13:11:30+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,367.2692308521
54081,66714,2019/02/20 13:12:46+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,9.54921597305233
54082,66715,2019/02/20 13:13:12+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,8.90857798992024
54083,66716,2019/02/20 13:13:18+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,42.3434863955101
54086,66719,2019/02/20 13:13:25+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,41.1008157984716
54089,66722,2019/02/20 13:14:10+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,269.602002315429
54090,66723,2019/02/20 13:14:35+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,112.916535887783
54091,66724,2019/02/20 13:14:49+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,145.041989680171
54092,66725,2019/02/20 13:14:58+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,157.772786534372
54093,66726,2019/02/20 13:15:30+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,363.782815703056
54094,66727,2019/02/20 13:15:41+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,149.721110414793
54095,66728,2019/02/20 13:16:05+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,366.94227649877
54096,66729,2019/02/20 13:16:15+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,23.4728378458238
54097,66730,2019/02/20 13:16:41+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,11.1955533752771
54099,66732,2019/02/20 13:16:50+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.77074223982599
54100,66733,2019/02/20 13:16:54+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.34774999046897
54101,66734,2019/02/20 13:16:58+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,5.14294622787212
54102,66735,2019/02/20 13:17:04+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,27.0511597931951
54103,66736,2019/02/20 13:17:06+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,27.7302116088386
54104,66737,2019/02/20 13:17:09+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,28.1275619449873
54105,66738,2019/02/20 13:17:13+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,25.3048886408556
54106,66739,2019/02/20 13:17:15+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,25.3344296898243
54107,66740,2019/02/20 13:17:18+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,24.7361181450734
54108,66741,2019/02/20 13:17:21+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,22.3991647698292
54109,66742,2019/02/20 13:17:23+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,24.4505498261152
54110,66743,2019/02/20 13:17:25+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,6.3110716333579
54111,66744,2019/02/20 13:17:27+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,6.87729293364634
54113,66746,2019/02/20 13:18:50+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,182.404386090457
54114,66747,2019/02/20 13:18:55+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,13.665526304062
54115,66748,2019/02/20 13:19:02+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:23:02+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.04305813788193
54116,66749,2019/02/20 13:19:07+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.84713034664842
54117,66750,2019/02/20 13:19:12+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:54+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.54139765394632
54118,66751,2019/02/20 13:19:17+00,2019/11/26 15:56:52+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.70315714567492
