,STREET,LANES,CATEGORY,SUBCATEGORY,PAVEMENT_WIDTH,ROW_WIDTH,SHOULDER,FLOW_DIRECTION,SURFACE_LAYER_TYPE,OFFICIAL_ROAD_CLASSIFICATION,SPEED_LIMIT_KM,TRUCK_ACCESS,BUS_ROUTE,SERVICE_YEAR,Shape__Length
5493,MILL ST,2,ROAD,MINOR,7.0,12.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,126.666582807071
5494,DUNNIGAN CRT,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,175.31890147176497
5495,WOOLWICH ST,2,ROAD,MINOR,6.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,391.71179959173696
5496,GRAVEL RIDGE TRAIL,2,ROAD,LOCAL,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,69.7168141301
5497,TREMAINE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,165.91027745631501
5498,BARCLAY AVE,2,ROAD,LOCAL,7.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1913.0,90.0437060551186
5499,FORESTWOOD DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2000.0,60.204768780989106
5500,SADDLEBROOK CRT,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,250.15444930756502
5501,HOMER WATSON BLVD,6,ROAD,MAJOR,19.0,46.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,548.730676213081
5502,HOMER WATSON BLVD,6,ROAD,MAJOR,9.0,46.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,193.43810153943198
5503,HOMER WATSON BLVD,4,ROAD,MAJOR,9.0,140.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,602.619139084241
5504,HOMER WATSON BLVD,6,ROAD,MAJOR,9.0,46.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,232.90649857128798
5505,ORR CRT,1,BULB,LOCAL,10.0,18.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,42.433070040355794
5506,THE BOARDWALK,1,ROUNDABOUT,LOCAL,12.0,18.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,20.598516833761302
5507,DALEGROVE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2001.0,175.089116173228
5508,VICTORIA ST N,4,ROAD,MAJOR,16.0,61.0,PARTIALLY GRAVEL,TwoWay,PAVED,6,50,24HR,N,,244.05840678632802
5509,KINZIE AVE,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,1998.0,78.774192854852
5510,BENESFORT CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1990.0,531.448270957803
5511,THE BOARDWALK,2,ROUNDABOUT,LOCAL,12.0,18.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,Y,,64.1743387073812
5512,BRIDGE ST E,2,ROAD,MAJOR,7.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,272.840700359848
5513,QUEEN ST N,2,ROAD,MAJOR,8.0,13.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,61.69126713457211
5514,DOMINION ST,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,145.489960763216
5515,FAIRWAY RD N,2,ROAD,MAJOR,15.0,46.0,GRAVEL,TwoWay,PAVED,6,50,NO ACCESS,N,,496.089505816962
5516,WEBER ST E,5,ROAD,MAJOR,13.0,26.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,144.192819352991
5517,GAUKEL ST,2,ROAD,LOCAL,9.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2007.0,58.435011953633605
5518,BRUBACHER ST,2,ROAD,LOCAL,7.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1886.0,100.44811185877501
5519,BAIRD AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1961.0,89.77158163257221
5520,HURON RD,1,ROUNDABOUT,MAJOR,7.0,12.0,PAVED,FromTo,PAVED,6,50,24HR,N,,31.972737485108198
5521,STIRLING AVE N,2,ROAD,LOCAL,16.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1952.0,41.3097849310998
5522,KINGSBURY DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1920.0,197.950086507197
5523,HIGHLAND RD W,5,ROAD,MAJOR,8.0,37.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,172.606139852532
5524,LANCASTER ST W,4,ROAD,MAJOR,15.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,51.846921667805795
5525,LANCASTER ST W,4,ROAD,MAJOR,17.0,21.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,147.267947473518
5526,FAIRLAWN RD,2,BULB,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,52.540254928222
5527,GLENWOOD DR,2,BULB,LOCAL,9.0,8.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,39.5954490424794
5528,DALEWOOD DR,2,BULB,LOCAL,8.0,7.5,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,74.0535862811531
5529,HOMER WATSON BLVD,5,ROAD,MAJOR,18.0,49.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,608.8220750884191
5530,GLENWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,114.78641165223
5531,GLENWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,26.9709283112038
5532,GLENWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1961.0,248.203199898059
5533,DALEWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,119.671938890634
5534,COURTLAND AVE E,4,ROAD,MAJOR,12.0,18.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,140.245001681849
5535,DALEWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,21.6516344414489
5536,TRUSSLER RD,2,ROAD,LOCAL,7.0,20.0,GRAVEL,TwoWay,PAVED,6,50,NO ACCESS,N,,216.990052783167
5537,KING ST W,4,ROAD,MAJOR,13.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,148.494770136196
5538,WEST OAK TRAIL,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,94.35897979514021
5539,SHOREACRES DR,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,208.59514607546902
5540,WEST OAK TRAIL,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,72.9538596882023
5541,BLUE OAK ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,71.9709594792398
5542,WESTMOUNT RD W,4,ROAD,MAJOR,12.0,24.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,135.93352814331
5543,BLUE OAK ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,71.97857519153321
5544,SOFITEL DR,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,192.650389932816
5545,LANCASTER ST W,2,ROAD,MAJOR,9.0,12.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,136.939194976861
5546,LANCASTER ST W,3,ROAD,MAJOR,12.0,19.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,62.6289337391049
5547,OLIVIA ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,72.5313399212237
5548,LUDOLPH ST,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,71.96386988876371
5549,VICTORIA ST S,5,ROAD,MAJOR,13.0,23.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,128.649630626208
5550,OTTAWA ST S,3,ROAD,MAJOR,11.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,97.31240652313221
5551,OTTAWA ST N,5,ROAD,MAJOR,21.0,45.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,196.418279335616
5552,AMAND DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,64.47117605139421
5553,AMAND DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,74.9373227542887
5554,AMAND DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,20.9819711564758
5555,AMAND DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,112.096339944611
5556,HOMER WATSON BLVD,5,ROAD,MAJOR,20.0,45.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,744.2961074973081
5557,HOMER WATSON BLVD,4,ROAD,MAJOR,18.0,48.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,680.517178280031
5558,HOMER WATSON BLVD,5,ROAD,MAJOR,9.0,48.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,577.684772241013
5559,HOMER WATSON BLVD,5,ROAD,MAJOR,8.0,50.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,489.196042114329
5560,HOMER WATSON BLVD,4,ROAD,MAJOR,9.0,80.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,843.0159990042731
5561,HOMER WATSON BLVD,9,ROAD,MAJOR,10.0,59.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,95.10363325756201
5562,DUNEDIN CRT,2,ROAD,LOCAL,11.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1995.0,96.5511281841667
5563,KIWANIS PARK DR,2,ROAD,MINOR,11.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1967.0,281.914608274673
5564,WHIPPLETREE PL,2,ROAD,LOCAL,9.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1980.0,33.3164420979811
5565,WILSON AVE,3,ROAD,MINOR,12.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,96.33397782203409
5566,STIRLING AVE S,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1925.0,65.37554583038239
5567,FOREST CREEK DR,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,95.01090696081341
5568,HIGHLAND RD W,4,ROAD,MAJOR,13.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,93.136483407866
5569,FISCHER HALLMAN RD,5,ROAD,MAJOR,19.0,45.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,363.099505355056
5570,FISCHER HALLMAN RD,5,ROAD,MAJOR,20.0,46.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,246.037318516586
5571,LAMBERT PL,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,52.8480548368674
5572,GIBSON CRT,2,ROAD,LOCAL,8.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1970.0,134.205730955909
5573,MANORBROOK CRT,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,115.884916037226
5574,RED CLOVER CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,118.696007549818
5575,WEBER ST E,4,ROAD,MAJOR,14.0,24.0,PAVED,TwoWay,PAVED,1,50,7-7 MON-FRI,N,0.0,129.245437629734
5576,ARMENIAN CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,64.8970813654621
5577,DALEWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1965.0,283.679109177952
5578,AMAND DR,2,ROAD,MINOR,5.0,12.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1926.0,250.236635722439
5579,SPENCER CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,42.20977634383021
5580,STANSON CLOSE,2,ROAD,LOCAL,8.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1949.0,49.8151483826012
5581,FAIRWAY CRES,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,98.44013750382341
5582,DAIMLER DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1995.0,172.66305527673802
5583,GRAND RIVER BLVD,2,ROAD,MINOR,10.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,71.4660210620922
5584,,2,ROAD,LANE,10.0,3.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,80.0070253325621
5585,GLASGOW ST,2,ROAD,MAJOR,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,194.55633540366298
5586,MILL ST,2,ROAD,MINOR,11.0,16.0,PAVED,TwoWay,PAVED,2,50,NO ACCESS,Y,1865.0,289.73821182708696
5587,ACTIVA AVE,2,ROAD,MINOR,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2005.0,38.397927030115206
5588,ROBERT FERRIE DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,236.223341624971
5589,COURTLAND AVE E,5,ROAD,MAJOR,14.0,35.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,385.602771925534
5590,RIVERTRAIL AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,190.78898794934503
5591,LACKNER BLVD,3,ROAD,MAJOR,16.0,45.0,GRAVEL,TwoWay,PAVED,6,50,24HR,N,,386.900177267432
5592,WESTVIEW CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1978.0,91.12824074565071
5593,PUTNAM PL,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,51.34714821936561
5594,HUDSON CRT,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1965.0,46.1813197286856
5595,LYLE PL,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1960.0,120.302914838001
5596,C_PKY WAT ONRAMP,1,RAMP,HIGHWAY,12.0,182.0,PAVED,FromTo,PAVED,6,50,24HR,N,,419.866360739345
5597,C_PKY WAT OFFRAMP,1,RAMP,HIGHWAY,11.0,211.0,PAVED,FromTo,PAVED,0,50,24HR,N,,513.8605336996869
5598,C_PKY STR OFFRAMP,1,RAMP,HIGHWAY,9.0,75.0,PAVED,FromTo,PAVED,0,50,24HR,N,,446.183040332985
5599,CONESTOGA PKY(HWY 7) STRA BND HWY,2,HIGHWAY,HIGHWAY,12.0,90.0,PAVED,FromTo,PAVED,0,90,24HR,N,,498.80885628484805
5600,HOMER WATSON BLVD,8,ROAD,MAJOR,19.0,50.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,122.37659130149099
5601,HOMER WATSON BLVD,6,ROAD,MAJOR,20.0,63.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,126.573117476926
5602,HOMER WATSON BLVD,7,ROAD,MAJOR,20.0,63.0,PAVED,TwoWay,PAVED,6,70,NO ACCESS,N,,78.9698243617477
5603,BULLOCK ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,536.033042868082
5604,BULLOCK ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,256.644411144585
5605,OLD COTTAGE PL,2,ROAD,LOCAL,9.0,22.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,83.3015933831007
5606,SELKIRK CRT,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1971.0,51.780190227678496
5607,HILLCREST CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1980.0,114.20294180864201
5608,WOOLWICH ST,2,ROAD,MINOR,6.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,378.444367140314
5609,MATTHEW ST,2,ROAD,LOCAL,7.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1958.0,112.137426133491
5610,WESTWOOD DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,40,NO ACCESS,Y,1966.0,63.1279302484981
5611,TEMPLETON DR,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,299.81440361732797
5612,AVALON PL,2,ROAD,LOCAL,10.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1875.0,243.50578474757302
5613,FALESY AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1960.0,85.5879897174497
5614,WELLINGTON ST N,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,2,50,24HR,Y,1996.0,183.374971176665
5615,EDEN OAK TRAIL,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,122.659143871708
5616,EDEN OAK TRAIL,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,148.498090104208
5617,WEBER ST W,4,ROAD,MAJOR,11.0,22.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,106.56040700339899
5618,WEBER ST W,4,ROAD,MAJOR,8.0,12.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,83.6456712727729
5619,EDEN OAK TRAIL,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,67.8883900432867
5620,EDEN OAK TRAIL,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,84.9843971783573
5621,RIVERTRAIL AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,230.11892409622502
5622,GRAND FLATS TRAIL,2,ROAD,LOCAL,9.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,78.87128938206808
5623,GRAND FLATS TRAIL,2,ROAD,LOCAL,9.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,77.96464434275791
5624,GRAND FLATS TRAIL,2,ROAD,LOCAL,9.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,62.706492329812896
5625,QUEEN ST S,3,ROAD,MAJOR,10.0,18.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,82.794862762852
5626,KING ST E,3,ROAD,MAJOR,11.0,29.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,232.401010574481
5627,FISCHER HALLMAN RD,2,ROUNDABOUT,MAJOR,10.0,26.0,PAVED,FromTo,PAVED,0,30,24HR,N,0.0,30.942933802715302
5628,WOLFES CRT,2,ROAD,LOCAL,12.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1968.0,84.8276531366412
5629,JOSEPH ST,2,ROAD,MINOR,8.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,2005.0,49.0037595242324
5630,C_PKY STR ONRAMP,1,RAMP,HIGHWAY,12.0,219.0,PAVED,FromTo,PAVED,0,50,24HR,N,,321.780509223151
5631,NEW DUNDEE RD,2,ROAD,MAJOR,7.0,53.0,GRAVEL,TwoWay,PAVED,1,80,24HR,N,0.0,535.1040551592961
5632,C_PKY WAT OFFRAMP,1,RAMP,HIGHWAY,8.0,450.0,PAVED,FromTo,PAVED,0,50,24HR,N,,645.3024506237861
5633,CONESTOGA PKY(HWY 7/8) STRA BND HWY,2,HIGHWAY,HIGHWAY,19.0,94.0,PAVED,FromTo,PAVED,0,90,24HR,N,,949.957759163132
5634,CONESTOGA PKY(HWY 7/8) WAT BND HWY,2,HIGHWAY,HIGHWAY,11.0,82.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,583.203713855132
5635,CONESTOGA PKY(HWY 7/8) WAT BND HWY,2,HIGHWAY,HIGHWAY,11.0,82.0,PAVED,FromTo,PAVED,0,90,24HR,N,,1460.51550911284
5636,KING ST E,3,ROAD,MAJOR,8.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,171.54909723431
5637,RIVER RD E,4,ROAD,MAJOR,15.0,29.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-SAT,N,,133.499959608523
5638,ALICE AVE,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,296.483390408522
5639,DUKE ST W,2,ROAD,MINOR,10.0,21.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,148.373787893885
5640,DEER RIDGE DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,1,50,NO ACCESS,N,1998.0,78.04868629698991
5641,SUGAR MAPLE ST,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1979.0,266.664985601795
5642,CHERRYTREE CRT,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1975.0,171.150873276406
5643,HIGHLAND RD W,2,ROAD,MAJOR,11.0,18.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,141.92362913198798
5644,NEW DUNDEE RD,2,ROAD,MAJOR,7.0,50.0,GRAVEL,TwoWay,PAVED,1,80,24HR,N,0.0,2396.89509413827
5645,NEW DUNDEE RD,2,ROAD,MAJOR,7.0,34.0,GRAVEL,TwoWay,PAVED,1,80,24HR,N,0.0,2039.17664991724
5646,NEW DUNDEE RD,2,ROAD,MAJOR,7.0,47.0,GRAVEL,TwoWay,PAVED,1,80,24HR,N,,498.46353176075996
5647,FENSIDE ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,81.3222508165645
5648,FENSIDE ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,189.043136122257
5649,SEDGEWOOD ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,411.23761820051203
5650,NOTTINGHAM AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1914.0,104.47232256137899
5651,DELLROY AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1924.0,75.5200680008356
5652,BEAUMONT CRES,2,ROAD,LOCAL,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,246.75306392929298
5653,EASTFOREST TRAIL,3,ROAD,MINOR,14.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1998.0,249.609795018084
5654,GROH DR,2,ROAD,MAJOR,6.0,10.0,GRAVEL,TwoWay,PAVED,7,50,NO ACCESS,N,1870.0,430.748313267348
5655,GROH DR,2,ROAD,MAJOR,6.0,10.0,GRAVEL,TwoWay,PAVED,6,50,NO ACCESS,N,,468.987980622079
5656,C_PKY STR ONRAMP,1,RAMP,HIGHWAY,20.0,209.0,PAVED,FromTo,PAVED,0,50,24HR,N,,125.274723366071
5657,C_PKY STR ONRAMP,1,RAMP,HIGHWAY,9.0,374.0,PAVED,FromTo,PAVED,0,50,24HR,N,,360.60994067071897
5658,TILT DR,2,ROAD,MINOR,7.0,16.0,GRAVEL,TwoWay,PAVED,7,50,NO ACCESS,N,1860.0,352.97017827292296
5659,PATRICIA AVE,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1915.0,68.679627335975
5660,BLACK WALNUT DR,2,ROAD,MINOR,10.0,26.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,1976.0,60.988262805251104
5661,VICTORIA ST S,4,ROAD,MAJOR,15.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,55.4106143151996
5662,BRENTWOOD AVE,2,ROAD,LOCAL,12.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,100.46452301351
5663,WAKE ROBIN DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1992.0,88.28288810611429
5664,QUEEN ST S,2,ROAD,MAJOR,10.0,18.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,21.8288458906477
5665,QUEENS BLVD,4,ROAD,MINOR,15.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,166.979981248649
5666,AVON RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1958.0,143.649483409995
5667,SHUH AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1961.0,152.778365956399
5668,AMAND DR,2,ROAD,MINOR,10.0,28.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,155.282455983644
5669,BLUE OAK ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,72.9630256912878
5670,KING ST W,2,ROAD,MAJOR,13.0,18.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,258.154789298913
5671,ADAM FERRIE PL,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1963.0,103.670580204561
5672,CONESTOGA PKY(HWY 7) STRA BND HWY,2,HIGHWAY,HIGHWAY,24.0,95.0,PAVED,FromTo,PAVED,0,90,24HR,N,,421.227712367208
5673,HOMER WATSON ONRAMP,1,RAMP,MAJOR,5.0,118.0,PAVED,ToFrom,PAVED,6,50,24HR,N,,255.37233740955003
5674,HURON RD ONRAMP,2,RAMP,MAJOR,8.0,14.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,140.289110025914
5675,BENNINGER DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,217.83095833087398
5676,BENNINGER DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,397.16015416888297
5677,NATHALIE CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,298.312624596913
5678,NATHALIE ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,85.9165366315142
5679,BENNINGER DR,2,ROAD,LOCAL,9.0,23.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,97.04903842187642
